Versicherer;Land;Hoheitsgebiet;Geschäftsjahr;Erhebungsjahr;Region;Altersklasse;Altersuntergruppe;Unfalleinschluss;Prämie
455;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;250
455;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;232.5
455;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;250
455;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;232.5
455;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;177
455;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;164.7
455;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;708
455;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;658.5
455;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;708
455;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;658.5
455;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;128
455;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;119.1
455;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;512
455;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;476.2
455;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;512
455;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;476.2
455;EU PL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;62.5
455;EU PL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;58.2
455;EU PL;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;250
455;EU PL;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;232.5
455;EU PL;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;250
455;EU PL;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;232.5
455;EU PT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;84.3
455;EU PT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;78.4
455;EU PT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;337
455;EU PT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;313.5
455;EU PT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;337
455;EU PT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;313.5
455;EU RO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;62.5
455;EU RO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;58.2
455;EU RO;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;250
455;EU RO;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;232.5
455;EU RO;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;250
455;EU RO;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;232.5
455;EU SE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;128
455;EU SE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;119.1
455;EU SE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;512
455;EU SE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;476.2
455;EU SE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;512
455;EU SE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;476.2
455;EU SI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;62.5
455;EU SI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;58.2
455;EU SI;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;250
455;EU SI;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;232.5
455;EU SI;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;250
455;EU SI;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;232.5
455;EU SK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;62.5
455;EU SK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;58.2
455;EU SK;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;250
455;EU SK;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;232.5
455;EU SK;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;250
455;EU SK;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;232.5
509;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;113.5
509;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;105.6
509;EU AT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;420
509;EU AT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;390.6
509;EU AT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;454
509;EU AT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;422.3
509;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;151
509;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;140.5
509;EU BE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;558.7
509;EU BE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;519.6
509;EU BE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;604
509;EU BE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;561.8
509;EU BG;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;61.3
509;EU BG;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;57.1
509;EU BG;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;226.7
509;EU BG;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;210.9
509;EU BG;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;245
509;EU BG;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;227.9
509;EU CY;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;61.3
509;EU CY;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;57.1
509;EU CY;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;226.7
509;EU CY;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;210.9
509;EU CY;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;245
509;EU CY;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;227.9
509;EU CZ;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;61.3
509;EU CZ;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;57.1
509;EU CZ;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;226.7
509;EU CZ;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;210.9
509;EU CZ;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;245
509;EU CZ;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;227.9
509;EU DE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;59.8
509;EU DE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;55.7
509;EU DE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;221.1
509;EU DE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;205.7
509;EU DE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;239
509;EU DE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;222.3
509;EU DK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;130.8
509;EU DK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;121.7
509;EU DK;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;483.8
509;EU DK;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;450
509;EU DK;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;523
509;EU DK;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;486.4
509;EU EE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;61.3
509;EU EE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;57.1
509;EU EE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;226.7
509;EU EE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;210.9
509;EU EE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;245
509;EU EE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;227.9
509;EU ES;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;112.8
509;EU ES;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;105
509;EU ES;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;417.2
509;EU ES;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;388
509;EU ES;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;451
509;EU ES;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;419.5
509;EU FI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;130.8
509;EU FI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;121.7
509;EU FI;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;483.8
509;EU FI;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;450
509;EU FI;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;523
509;EU FI;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;486.4
509;EU FR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;170.8
509;EU FR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;158.9
509;EU FR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;631.8
509;EU FR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;587.6
509;EU FR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;683
509;EU FR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;635.2
509;EU GB;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;148.3
509;EU GB;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;138
509;EU GB;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;548.6
509;EU GB;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;510.2
509;EU GB;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;593
509;EU GB;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;551.5
509;EU GR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;75
509;EU GR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;69.8
509;EU GR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;277.5
509;EU GR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;258.1
509;EU GR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;300
509;EU GR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;279
509;EU HR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;61.3
509;EU HR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;57.1
509;EU HR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;226.7
509;EU HR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;210.9
509;EU HR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;245
509;EU HR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;227.9
509;EU HU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;61.3
509;EU HU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;57.1
509;EU HU;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;226.7
509;EU HU;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;210.9
509;EU HU;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;245
509;EU HU;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;227.9
509;EU IE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;136.5
509;EU IE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;127
509;EU IE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;505.1
509;EU IE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;469.8
509;EU IE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;546
509;EU IE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;507.8
509;EU IS;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;130.8
509;EU IS;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;121.7
509;EU IS;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;483.8
509;EU IS;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;450
509;EU IS;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;523
509;EU IS;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;486.4
509;EU IT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;109.5
509;EU IT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;101.9
509;EU IT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;405.2
509;EU IT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;376.9
509;EU IT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;438
509;EU IT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;407.4
509;EU LT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;61.3
509;EU LT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;57.1
509;EU LT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;226.7
509;EU LT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;210.9
509;EU LT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;245
509;EU LT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;227.9
509;EU LU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;143.8
509;EU LU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;133.8
509;EU LU;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;531.9
509;EU LU;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;494.7
509;EU LU;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;575
509;EU LU;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;534.8
509;EU LV;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;61.3
509;EU LV;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;57.1
509;EU LV;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;226.7
509;EU LV;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;210.9
509;EU LV;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;245
509;EU LV;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;227.9
509;EU MT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;61.3
509;EU MT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;57.1
509;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;226.7
509;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;210.9
509;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;245
509;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;227.9
509;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;168.8
509;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;157
509;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;624.4
509;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;580.7
509;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;675
509;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;627.8
509;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;130.8
509;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;121.7
509;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;483.8
509;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;450
509;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;523
509;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;486.4
509;EU PL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;61.3
509;EU PL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;57.1
509;EU PL;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;226.7
509;EU PL;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;210.9
509;EU PL;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;245
509;EU PL;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;227.9
509;EU PT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;80.5
509;EU PT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;74.9
509;EU PT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;297.9
509;EU PT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;277.1
509;EU PT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;322
509;EU PT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;299.5
509;EU RO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;61.3
509;EU RO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;57.1
509;EU RO;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;226.7
509;EU RO;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;210.9
509;EU RO;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;245
509;EU RO;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;227.9
509;EU SE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;130.8
509;EU SE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;121.7
509;EU SE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;483.8
509;EU SE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;450
509;EU SE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;523
509;EU SE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;486.4
509;EU SI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;61.3
509;EU SI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;57.1
509;EU SI;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;226.7
509;EU SI;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;210.9
509;EU SI;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;245
509;EU SI;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;227.9
509;EU SK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;61.3
509;EU SK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;57.1
509;EU SK;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;226.7
509;EU SK;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;210.9
509;EU SK;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;245
509;EU SK;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;227.9
774;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
774;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
774;EU AT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;312
774;EU AT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;290.2
774;EU AT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;390
774;EU AT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;362.7
774;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
774;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
774;EU BE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;460
774;EU BE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;427.8
774;EU BE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;575
774;EU BE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;534.8
774;EU BG;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
774;EU BG;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
774;EU BG;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;244
774;EU BG;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;226.9
774;EU BG;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;305
774;EU BG;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;283.7
774;EU CY;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
774;EU CY;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
774;EU CY;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;244
774;EU CY;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;226.9
774;EU CY;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;305
774;EU CY;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;283.7
774;EU CZ;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
774;EU CZ;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
774;EU CZ;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;244
774;EU CZ;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;226.9
774;EU CZ;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;305
774;EU CZ;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;283.7
774;EU DE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
774;EU DE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
774;EU DE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;317
774;EU DE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;294.8
774;EU DE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;396
774;EU DE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;368.3
774;EU DK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
774;EU DK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
774;EU DK;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;380
774;EU DK;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;353.4
774;EU DK;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;475
774;EU DK;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;441.8
774;EU EE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
774;EU EE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
774;EU EE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;244
774;EU EE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;226.9
774;EU EE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;305
774;EU EE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;283.7
774;EU ES;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
774;EU ES;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
774;EU ES;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;308
774;EU ES;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;286.4
774;EU ES;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;385
774;EU ES;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;358.1
774;EU FI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
774;EU FI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
774;EU FI;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;388
774;EU FI;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;360.8
774;EU FI;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;485
774;EU FI;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;451.1
774;EU FR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
774;EU FR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
774;EU FR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;382
774;EU FR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;355.3
774;EU FR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;477.4
774;EU FR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;444
774;EU GB;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
774;EU GB;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
774;EU GB;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;420
774;EU GB;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;390.6
