Versicherer;Land;Hoheitsgebiet;Geschäftsjahr;Erhebungsjahr;Region;Altersklasse;Altersuntergruppe;Unfalleinschluss;Prämie
1555;EU HU;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;175.1
1555;EU HU;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;262.4
1555;EU HU;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;249.9
1555;EU IE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;153.3
1555;EU IE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;146
1555;EU IE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;382.6
1555;EU IE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;364.4
1555;EU IE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;546.4
1555;EU IE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;520.4
1555;EU IS;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;146.6
1555;EU IS;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;139.6
1555;EU IS;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;365.8
1555;EU IS;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;348.4
1555;EU IS;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;522.4
1555;EU IS;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;497.5
1555;EU IT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;136.8
1555;EU IT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;130.3
1555;EU IT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;341.3
1555;EU IT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;325.1
1555;EU IT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;487.4
1555;EU IT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;464.2
1555;EU LT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;124.4
1555;EU LT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;118.5
1555;EU LT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;310.5
1555;EU LT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;295.7
1555;EU LT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;443.4
1555;EU LT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;422.3
1555;EU LU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;170.6
1555;EU LU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;162.5
1555;EU LU;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;426
1555;EU LU;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;405.7
1555;EU LU;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;608.4
1555;EU LU;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;579.4
1555;EU LV;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;124.4
1555;EU LV;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;118.5
1555;EU LV;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;310.5
1555;EU LV;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;295.7
1555;EU LV;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;443.4
1555;EU LV;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;422.3
1555;EU MT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;124.4
1555;EU MT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;118.5
1555;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;310.5
1555;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;295.7
1555;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;443.4
1555;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;422.3
1555;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;217.4
1555;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;207.1
1555;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;542.9
1555;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;517.1
1555;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;775.4
1555;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;738.5
1555;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;146.6
1555;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;139.6
1555;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;365.8
1555;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;348.4
1555;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;522.4
1555;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;497.5
1555;EU PL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;124.4
1555;EU PL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;118.5
1555;EU PL;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;310.5
1555;EU PL;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;295.7
1555;EU PL;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;443.4
1555;EU PL;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;422.3
1555;EU PT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;124.4
1555;EU PT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;118.5
1555;EU PT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;310.5
1555;EU PT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;295.7
1555;EU PT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;443.4
1555;EU PT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;422.3
1555;EU RO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;124.4
1555;EU RO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;118.5
1555;EU RO;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;310.5
1555;EU RO;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;295.7
1555;EU RO;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;443.4
1555;EU RO;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;422.3
1555;EU SE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;146.6
1555;EU SE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;139.6
1555;EU SE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;365.8
1555;EU SE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;348.4
1555;EU SE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;522.4
1555;EU SE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;497.5
1555;EU SI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;124.4
1555;EU SI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;118.5
1555;EU SI;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;310.5
1555;EU SI;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;295.7
1555;EU SI;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;443.4
1555;EU SI;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;422.3
1555;EU SK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;124.4
1555;EU SK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;118.5
1555;EU SK;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;310.5
1555;EU SK;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;295.7
1555;EU SK;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;443.4
1555;EU SK;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;422.3
1560;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;171
1560;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;162.5
1560;EU AT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;488
1560;EU AT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;463.6
1560;EU AT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;488
1560;EU AT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;463.6
1560;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;195
1560;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;185.3
1560;EU BE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;558
1560;EU BE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;530.1
1560;EU BE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;558
1560;EU BE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;530.1
1560;EU BG;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;68
1560;EU BG;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;64.6
1560;EU BG;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;195
1560;EU BG;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;185.3
1560;EU BG;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;195
1560;EU BG;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;185.3
1560;EU CY;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;68
1560;EU CY;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;64.6
1560;EU CY;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;195
1560;EU CY;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;185.3
1560;EU CY;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;195
1560;EU CY;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;185.3
1560;EU CZ;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;78
1560;EU CZ;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;74.1
1560;EU CZ;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;224
1560;EU CZ;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;212.8
1560;EU CZ;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;224
1560;EU CZ;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;212.8
1560;EU DE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;205
1560;EU DE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;194.8
1560;EU DE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;585
1560;EU DE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;555.8
1560;EU DE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;585
1560;EU DE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;555.8
1560;EU DK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;170
1560;EU DK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;161.5
1560;EU DK;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;487
1560;EU DK;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;462.7
1560;EU DK;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;487
1560;EU DK;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;462.7
1560;EU EE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;68
1560;EU EE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;64.6
1560;EU EE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;195
1560;EU EE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;185.3
1560;EU EE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;195
1560;EU EE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;185.3
1560;EU ES;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;131
1560;EU ES;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;124.5
1560;EU ES;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;373
1560;EU ES;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;354.4
1560;EU ES;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;373
1560;EU ES;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;354.4
1560;EU FI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;187
1560;EU FI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;177.7
1560;EU FI;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;534
1560;EU FI;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;507.3
1560;EU FI;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;534
1560;EU FI;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;507.3
1560;EU FR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;196
1560;EU FR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;186.2
1560;EU FR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;560
1560;EU FR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;532
1560;EU FR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;560
1560;EU FR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;532
1560;EU GB;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;195
1560;EU GB;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;185.3
1560;EU GB;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;557
1560;EU GB;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;529.2
1560;EU GB;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;557
1560;EU GB;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;529.2
1560;EU GR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1560;EU GR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;95
1560;EU GR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;285
1560;EU GR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;270.8
1560;EU GR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;285
1560;EU GR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;270.8
1560;EU HR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;155
1560;EU HR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;147.3
1560;EU HR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;443
1560;EU HR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;420.9
1560;EU HR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;443
1560;EU HR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;420.9
1560;EU HU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;72
1560;EU HU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;68.4
1560;EU HU;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;205
1560;EU HU;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;194.8
1560;EU HU;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;205
1560;EU HU;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;194.8
1560;EU IE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;204
1560;EU IE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;193.8
1560;EU IE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;583
1560;EU IE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;553.9
1560;EU IE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;583
1560;EU IE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;553.9
1560;EU IS;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;170
1560;EU IS;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;161.5
1560;EU IS;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;487
1560;EU IS;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;462.7
1560;EU IS;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;487
1560;EU IS;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;462.7
1560;EU IT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;152
1560;EU IT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;144.4
1560;EU IT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;433
1560;EU IT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;411.4
1560;EU IT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;433
1560;EU IT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;411.4
1560;EU LT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;68
1560;EU LT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;64.6
1560;EU LT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;195
1560;EU LT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;185.3
1560;EU LT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;195
1560;EU LT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;185.3
1560;EU LU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;199
1560;EU LU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;189.1
1560;EU LU;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;568
1560;EU LU;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;539.6
1560;EU LU;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;568
1560;EU LU;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;539.6
1560;EU LV;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;68
1560;EU LV;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;64.6
1560;EU LV;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;195
1560;EU LV;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;185.3
1560;EU LV;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;195
1560;EU LV;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;185.3
1560;EU MT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;75
1560;EU MT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;71.3
1560;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;215
1560;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;204.3
1560;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;215
1560;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;204.3
1560;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;266
1560;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;252.7
1560;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;760
1560;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;722
1560;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;760
1560;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;722
1560;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;179
1560;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;170.1
1560;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;510
1560;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;484.5
1560;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;510
1560;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;484.5
1560;EU PL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;68
1560;EU PL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;64.6
1560;EU PL;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;195
1560;EU PL;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;185.3
1560;EU PL;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;195
1560;EU PL;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;185.3
1560;EU PT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;105
1560;EU PT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;99.8
1560;EU PT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;300
1560;EU PT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;285
1560;EU PT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;300
1560;EU PT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;285
1560;EU RO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;68
1560;EU RO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;64.6
1560;EU RO;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;195
1560;EU RO;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;185.3
1560;EU RO;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;195
1560;EU RO;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;185.3
1560;EU SE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;187
1560;EU SE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;177.7
1560;EU SE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;534
1560;EU SE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;507.3
1560;EU SE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;534
1560;EU SE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;507.3
1560;EU SI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;75
1560;EU SI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;71.3
1560;EU SI;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;215
1560;EU SI;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;204.3
1560;EU SI;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;215
1560;EU SI;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;204.3
1560;EU SK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;69
1560;EU SK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;65.6
1560;EU SK;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;196
1560;EU SK;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;186.2
1560;EU SK;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;196
1560;EU SK;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;186.2
1562;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K3;MIT-UNF;46.5
1562;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;116.2
1562;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;108.1
1562;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K3;OHN-UNF;43.3
1562;EU AT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;418.5
1562;EU AT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;389.3
1562;EU AT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;465
1562;EU AT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;432.5
1562;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K3;MIT-UNF;39.3
1562;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;98.2
1562;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;91.4
1562;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K3;OHN-UNF;36.6
1562;EU BE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;353.7
1562;EU BE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;329
1562;EU BE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;393
1562;EU BE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;365.5
1562;EU BG;EU;2020;2019;PR-REG EU0;AKL-KIN;K3;MIT-UNF;22.6
1562;EU BG;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;56.5
1562;EU BG;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;52.6
1562;EU BG;EU;2020;2019;PR-REG EU0;AKL-KIN;K3;OHN-UNF;21.1
1562;EU BG;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;203.4
1562;EU BG;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;189.2
1562;EU BG;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;226
